,Unnamed: 0,num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,assureur
84,84,3,.68 ,0.0184874,0.0059382,0.00010978187868,4,2.7445469670000085e-05,0.8932773,0.6395487,3.113300326698331,h,0.8840336,0.902521,0.6365796,0.6365796,allianz-1-to-94
85,85,3,.69 ,0.0201681,0.0071259,0.00014371586379,4,3.5928965947500134e-05,0.89411765,0.71971495,2.8302530206710688,h,0.8840336,0.9042017,0.716152,0.716152,allianz-1-to-94
88,88,3,.73 ,0.0184874,0.00712592,0.000131739733408,4,3.293493335200011e-05,0.8932773,0.7743468,2.59438781238072,h,0.8840336,0.902521,0.77078384,0.77078384,allianz-1-to-94
89,89,3, 3 ,0.02016806,0.00831355,0.000167668175213,3,5.58893917376668e-05,0.89579833,0.968527325,2.4259263491528933,h,0.8857143,0.90588236,0.96437055,0.96437055,allianz-1-to-94
100,100,6,61 ,0.0184873899999999,0.0095011499999999,0.0001756514654984,3,5.855048849949972e-05,0.078151265,0.969121125,1.945805507754332,h,0.06890757,0.08739496,0.96437055,0.96437055,allianz-1-to-94
105,105,6,-162 ,0.0218487399999999,0.00475058,0.0001037941872691,5,2.075883745384e-05,0.4327731099999999,0.36104514,4.599173153593868,h,0.42184874,0.44369748,0.35866985,0.35866985,allianz-1-to-94
113,113,6,-183 ,0.02184874,0.00593828,0.0001297439357672,5,2.594878715344012e-05,0.5621849,0.4103325399999999,3.6793044450581593,h,0.55126053,0.57310927,0.4073634,0.4073634,allianz-1-to-94
115,115,6,1325 ,0.02857144,0.00475062,0.0001357320542928,5,2.714641085856022e-05,0.7117647199999999,0.33847981,6.014254981455004,h,0.697479,0.72605044,0.3361045,0.3361045,allianz-1-to-94
121,121,6,1382 ,0.0268907999999999,0.0059382299999999,0.0001596837552839,5,3.193675105679993e-05,0.8369747999999999,0.334323045,4.528420084772742,h,0.8235294,0.8504202,0.33135393,0.33135393,allianz-1-to-94
180,180,7, 7 ,0.02184876,0.00831355,0.000181640758698,3,6.054691956600009e-05,0.89495798,0.968527325,2.6280902863397726,h,0.8840336,0.90588236,0.96437055,0.96437055,allianz-1-to-94
197,197,10,10 ,0.02689075,0.0130641,0.000351303447075,3,0.000117101149025,0.082352945,0.94239905,2.058369883880249,h,0.07058824,0.09579832,0.935867,0.93824226,allianz-1-to-94
